SKU,Item ID,Product Name,Lifecycle Status,Publish Status,Status Change Reason,Product Category,Price,Currency,Buy Box Item Price,Buy Box Shipping Price,MSRP,Product Tax Code,Ship Methods,Shipping Weight,Shipping Weight Unit,Fulfillment Lag Time,Fulfillment Type,WFS Sales Restriction,WPID,GTIN,UPC,Item Page URL,Primary Image URL,Shelf Name,Primary Category Path,Brand,Offer Start Date,Offer End Date,Item Creation Date,Item Last Updated,Reviews Count,Average Rating,Searchable?,Competitor URL,Competitor Price,Competitor Ship Price,Competitor Last Date Fetched,Repricer Strategy,Minimum Seller Allowed Price,Maximum Seller Allowed Price,Repricer Status
20714126131,529502722,Clinique Quickliner For Eyes - 15 Grape,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",25.0,USD,25.99,0.0,22,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,56ZMNUYGONKY,20714126131,20714126131,http://www.walmart.com/ip/Clinque-Quickliner-by-Clinque-01-oz-Eyeliner-15-Grape/529502722,https://i5.walmartimages.com/asr/f5583b51-fb60-4234-9109-b04bd7b5fdae.2670329f3e2f0511d35f8b7b86f929c5.jpeg,Premium Eye Makeup,"[""Home Page"",""Premium Beauty"",""Premium Makeup"",""Premium Eye Makeup""]",Clinique,07-31-24,12-31-49,06-04-17,07-12-24,2,5.0,Y,https://www.amazon.com/dp/B005704GTE?psc=1&th=1&vs=1,27.0,0.0,12-16-24,,,,
651986002627,5085360727,Too Faced Born This Way Ethereal Light Concealer Gingersnap,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",14.9,USD,14.4,,,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,61DESMTGTYUA,651986002627,651986002627,http://www.walmart.com/ip/Too-Faced-Born-This-Way-Ethereal-Light-Concealer-Gingersnap/5085360727,https://i5.walmartimages.com/asr/7f0fd1ae-49f1-4d82-ac77-7220124cd65e.45176ca9174697b4d8bb5ea604a2bae3.png,All Makeup,"[""Home Page"",""Beauty"",""Makeup"",""All Makeup""]",Too Faced,07-24-24,12-31-49,09-27-23,11-26-24,0,,Y,https://www.amazon.com/dp/B0CCPGYGWS?psc=1&th=1&vs=1,29.0,0.0,12-16-24,,,,
8809639175927,5195973055,"INCELLDERM Vieton Multi Stick Balm, 9g(0.31oz)",ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",27.0,USD,27.5,0.0,,2048134,NETWORK_GEO,0.2,"""LB""",,Seller Fulfilled,,70SETZQVAJIE,715450428839,715450428839,http://www.walmart.com/ip/INCELLDERM-Vieton-Multi-Stick-Balm-9g-0-31oz/5195973055,https://i5.walmartimages.com/asr/8ae18b78-956f-4299-8e89-43d341bd5599.0e27449c36f0d761af58957c858558ad.jpeg,Face Moisturizers,"[""Home Page"",""Beauty"",""Skin Care"",""Moisturizers"",""Face Moisturizers""]",INCELLDERM,10-10-24,12-31-49,11-14-23,12-18-24,3,5.0,Y,https://www.amazon.com/ZIOSTAND-INCELLDERM-Vieton-Multi-0-31oz/dp/B0CLQQNXSZ,25.37,0.0,12-16-24,,,,
C400150780,14371906804,Dior ADDICT NATURAL GLOW -LIP ESSENTIALS GIFT SET,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",78.0,USD,78.0,0.0,,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,22OMJCOREKVU,3348901699730,,http://www.walmart.com/ip/Dior-ADDICT-NATURAL-GLOW-LIP-ESSENTIALS-GIFT-SET/14371906804,https://i5.walmartimages.com/asr/6233782e-0ddc-4c4c-9c1d-0c7cba2efc20.4b5374c7d795ef0b2f7ec178f338e2cb.jpeg,All Lip Gloss,"[""Home Page"",""Beauty"",""Makeup"",""Lip Makeup"",""Lip Gloss"",""All Lip Gloss""]",Dior,11-22-24,12-31-49,11-22-24,12-16-24,1,5.0,Y,,,,,,,,
katzrosehipseedoil,398780907,The Ordinary 100% Organic Cold-Pressed Rose Hip Seed Oil,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",21.0,USD,14,0.0,35.99,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,4Z5QOQW1XDI8,670875876132,670875876132,http://www.walmart.com/ip/The-Ordinary-100-Organic-Cold-Pressed-Rose-Hip-Seed-Oil/398780907,https://i5.walmartimages.com/asr/c72e786b-0c8c-45e3-8f0c-c1357fe32a5b.ddd8415dc9a55ed1e0586eb260549cf6.jpeg,Facial Treatments,"[""Home Page"",""Beauty"",""Skin Care"",""Facial Serums and Treatments"",""Facial Treatments""]",The Ordinary,10-23-24,12-31-49,10-02-20,11-20-24,1,5.0,Y,https://www.amazon.com/dp/B07CLQ8PDZ?psc=1&th=1&vs=1,19.99,0.0,12-15-24,,,,
20714648466,758019490,"Clinique Quickliner for Eyes Intense, [11] Clove 0.01 oz",ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",21.95,USD,16.9,,20.26,2048134,NETWORK_GEO,0.3,"""LB""",,Seller Fulfilled,,6L8DR2CDRXWJ,20714648466,20714648466,http://www.walmart.com/ip/Clinique-Quickliner-for-Eyes-Intense-11-Clove-0-01-oz/758019490,https://i5.walmartimages.com/asr/7b86e901-8a66-4db2-b447-0d791429eb6a.1f1b709645c670b915e638fbaf20039e.jpeg,Premium Eye Makeup,"[""Home Page"",""Premium Beauty"",""Premium Makeup"",""Premium Eye Makeup""]",Clinique,10-12-24,12-31-49,08-05-17,11-12-24,1,5.0,Y,https://www.ebay.com/itm/305500902312,19.99,0.0,09-09-24,,,,
22548418895,981250970,Lab Series - Rescue Water Emulsion 3.4 oz.,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",18.99,USD,18.99,0.0,49.00,2048134,NETWORK_GEO,1.0,"""LB""",,Seller Fulfilled,,75PBDHQMRW00,22548418895,22548418895,http://www.walmart.com/ip/Lab-Series-Rescue-Water-Emulsion-3-4-oz/981250970,https://i5.walmartimages.com/asr/0722859e-bec4-4e1b-99e2-ed6e128d1cef.ac967f34c41b7e202d90e676cd5d6647.jpeg,Body Lotions,"[""Home Page"",""Personal Care"",""Bath & Body"",""Body Lotions""]",Lab Series,09-09-24,12-31-49,10-28-20,12-12-24,0,,Y,https://www.amazon.com/dp/B09QQV1D52?psc=1&th=1&vs=1,24.99,0.0,08-07-24,,,,
667556221183,5277156216,Bath & Body Works HELLO BEAUTIFUL Shower Gel 10 fl oz,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",12.99,USD,15.0,0.0,13.5,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,38MQC9WC9TEX,667556221183,667556221183,http://www.walmart.com/ip/Bath-Body-Works-HELLO-BEAUTIFUL-Shower-Gel-10-fl-oz/5277156216,https://i5.walmartimages.com/asr/2aba9981-8516-478f-8f88-758342dcecec.92da6c537d45d387f15b898271cfcdcd.jpeg,All Body Wash,"[""Home Page"",""Personal Care"",""Bath & Body"",""Body Wash"",""All Body Wash""]",unknown,11-09-24,12-31-49,12-13-23,12-18-24,0,,Y,https://www.amazon.com/dp/B0CJJXF82N?psc=1&th=1&vs=1,13.38,0.0,12-16-24,,,,
192333074619,452918099,Clinique 31503 1 oz Superbalanced MakeUp - No. 06 & CN 63.5 Linen,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",25.9,USD,25.75,0.0,68.51,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,1I8HA6MX4GQW,192333074619,192333074619,http://www.walmart.com/ip/Clinique-31503-1-oz-Superbalanced-MakeUp-No-06-CN-63-5-Linen/452918099,https://i5.walmartimages.com/asr/e3ba9bb4-c280-4b58-95e7-489c3d6a2fae.e224d5a2c73cb4d210cf593673fc9624.jpeg,Clinique Makeup,"[""Home Page"",""Premium Beauty"",""Featured Brands"",""Clinique"",""Clinique Makeup""]",Clinique,10-10-24,12-31-49,04-22-21,08-12-24,3,5.0,Y,https://www.amazon.com/dp/B08JHPLZF7?psc=1&th=1&vs=1,35.7,0.0,12-16-24,,,,
607710089600,779598907,Smashbox Halo Healthy Glow Tinted Moisturizer Broad Spectrum SPF 25 Fair 1.4 oz,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",19.0,USD,18.94,,41,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,5S2HDR824S6K,607710089600,607710089600,http://www.walmart.com/ip/Smashbox-Halo-Healthy-Glow-Tinted-Moisturizer-Broad-Spectrum-SPF-25-Fair-1-4-oz/779598907,https://i5.walmartimages.com/asr/5f65a7f5-01f9-4a71-bac9-37b5a17b1aa1.e959fab7941ceceddf50f9f84838c12c.jpeg,Tinted Moisturizer,"[""Home Page"",""Beauty"",""Makeup"",""Face Makeup"",""Tinted Moisturizer""]",Smashbox,09-09-24,12-31-49,07-11-20,07-12-24,5,5.0,Y,https://www.amazon.com/dp/B0CNS3675H?psc=1&th=1&vs=1,20.0,0.0,12-16-24,,,,
651986800261,253128817,Too Faced Damn Girl! 24-Hour Mascara 0.43 oz,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",21.0,USD,17.99,0.0,25,2048134,NETWORK_GEO,0.2,"""LB""",,Seller Fulfilled,,79MPLTFKQPIF,651986800261,651986800261,http://www.walmart.com/ip/Too-Faced-Damn-Girl-24-Hour-Mascara-0-43-oz/253128817,https://i5.walmartimages.com/asr/d4dbb8bf-7ccc-47c2-a0cc-8efeca5e8def.dfddd3a83e0177b8917ae2378a6eb045.jpeg,All Mascara,"[""Home Page"",""Beauty"",""Makeup"",""Eye Makeup"",""Mascara"",""All Mascara""]",Too Faced,12-17-24,12-31-49,08-10-19,12-17-24,11,4.7,Y,,,,,,,,
716170165875,532614624,Bobbi Brown Highlighting Powder - Pink Glow 0.28 oz Highlighter,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",21.0,USD,18.0,0.0,48.00,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,10WTKF0NJMY3,716170165875,716170165875,http://www.walmart.com/ip/Bobbi-Brown-Highlighting-Powder-Pink-Glow-0-28-oz-Highlighter/532614624,https://i5.walmartimages.com/asr/411e0256-6a26-4055-9949-c15e031799e8.8ac210fbad8385b0abe1a58b3120b1b0.jpeg,Premium Highlighter,"[""Home Page"",""Premium Beauty"",""Premium Makeup"",""Premium Face"",""Premium Highlighter""]",Bobbi Brown,09-09-24,12-31-49,09-26-17,12-18-24,118,4.6,Y,https://www.amazon.com/dp/B07FKDN2R2?psc=1&th=1&vs=1,23.95,5.98,12-16-24,,,,
773602600069,746925879,MAC Love Me Liquid Lipcolour - # 487 My Lips Are Insured (Intense Burnt Orange) 3.1ml/0.1oz,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",16.96,USD,15.0,,52.64,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,2GO62HO9MLFE,773602600069,773602600069,http://www.walmart.com/ip/MAC-Love-Me-Liquid-Lipcolour-487-My-Lips-Are-Insured-Intense-Burnt-Orange-3-1ml-0-1oz/746925879,https://i5.walmartimages.com/asr/d87c4e73-3cf0-4748-b719-9f5cd3f760f3.3177ac723c514d4c3938e48e33dfcbab.jpeg,Lipstick,"[""Home Page"",""Beauty"",""Makeup"",""Lip Makeup"",""Lipstick""]",M.A.C,08-27-24,12-31-49,08-22-21,12-18-24,139,4.6,Y,https://www.amazon.com/dp/B09HHN81NQ?psc=1&th=1&vs=1,15.89,0.0,12-16-24,,,,
773602682935,5384363726,"MAC Lashes to Lips 3pc Kit Red (Primer, Lipstick & Mascara)",ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",21.88,USD,25.88,0.0,,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,4URLXARGAEJ8,773602682935,773602682935,http://www.walmart.com/ip/MAC-Lashes-to-Lips-3pc-Kit-Red-Primer-Lipstick-Mascara/5384363726,https://i5.walmartimages.com/asr/95f70999-76a3-4cd3-bc76-d45d2bf0a4eb.8676d0493c9c2f9eed512043350f5296.png,Lipstick,"[""Home Page"",""Beauty"",""Makeup"",""Lip Makeup"",""Lipstick""]",M.A.C,08-28-24,12-31-49,01-26-24,12-15-24,0,,Y,https://www.amazon.com/dp/B0CZ7LRLDM?psc=1&th=1&vs=1,25.88,0.0,12-16-24,,,,
887167615014,5545330396,Estee Lauder Pure Color Creme Lipstick #672 Intoxicating Full Size,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",26.75,USD,26.74,0.0,,2048134,NETWORK_GEO,0.2,"""LB""",,Seller Fulfilled,,3ATXSGSR9L0J,887167615014,887167615014,http://www.walmart.com/ip/Estee-Lauder-Pure-Color-Creme-Lipstick-672-Intoxicating-Full-Size/5545330396,https://i5.walmartimages.com/asr/11e94c2c-92ee-4cb4-b886-49e27a840e1f.6dc7197ab15551fb3e51d61a34697154.jpeg,Estee Lauder Lipstick,"[""Home Page"",""Premium Beauty"",""Featured Brands"",""Estee Lauder"",""Estee Lauder Lipstick""]",Estee Lauder,09-27-24,12-31-49,04-30-24,09-12-24,0,,Y,https://www.amazon.com/dp/B0C62ZPGW2?psc=1&th=1&vs=1,40.0,0.0,12-15-24,,,,
888066089579,381652687,Tom Ford Extreme Badass Mascara Badass Black 0.44oz/13ml New With Box,ACTIVE,PUBLISHED,,Health & Beauty Electronics,42.45,USD,39.98,,77.69,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,5VCAHTEJKY6G,888066089579,888066089579,http://www.walmart.com/ip/Tom-Ford-Extreme-Badass-Mascara-Badass-Black-0-44oz-13ml-New-With-Box/381652687,https://i5.walmartimages.com/asr/e031d9c0-6590-47f8-9d3c-d34a279500e1.872d9c36ffdbae1a759623c7f03375d2.jpeg,All Mascara,"[""Home Page"",""Beauty"",""Makeup"",""Eye Makeup"",""Mascara"",""All Mascara""]",Tom Ford,09-17-24,12-31-49,01-28-20,10-27-24,0,,Y,https://www.amazon.com/dp/B07S1PFDYM?psc=1&th=1&vs=1,50.95,0.0,12-16-24,,,,
CL-DDHCJ-17-91,5019542250,Clinique Even Better Clinical&trade; Radical Dark Spot Serum,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",21.0,USD,19.9,0.0,,2048134,NETWORK_GEO,0.062,"""LB""",,Seller Fulfilled,,70IMXORT27IH,192333102435,192333102435,http://www.walmart.com/ip/Clinique-Even-Better-Clinical-trade-Radical-Dark-Spot-Serum/5019542250,https://i5.walmartimages.com/asr/2ef7aaac-e5f0-462e-8a54-35d4105974c6.1f7a20fad56a7d19a7944a0db2421b13.jpeg,Facial Treatments,"[""Home Page"",""Beauty"",""Skin Care"",""Facial Serums and Treatments"",""Facial Treatments""]",Clinique,04-08-24,12-31-49,05-09-23,12-16-24,0,,Y,https://www.amazon.com/dp/B0CBSYXCZX?psc=1&th=1&vs=1,21.0,0.0,12-16-24,,,,
katzradiansome100travelkit,14753513234,Radiansome 100 Advanced Ritual Travel Kit,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",115.0,USD,115,0.0,,2048134,NETWORK_GEO,1.0,"""LB""",,Seller Fulfilled,,32IJ36LZJAS1,656089598428,656089598428,http://www.walmart.com/ip/Radiansome-100-Advanced-Ritual-Travel-Kit/14753513234,https://i5.walmartimages.com/asr/a1e3bbef-f54f-42a8-8ec1-bf19d3466fe9.a6cd56eec0e5a7770786f2b0db2d4a3e.jpeg,Skin Care Sets,"[""Home Page"",""Beauty"",""Skin Care"",""Skin Care Sets""]",INCELLDERM,12-16-24,12-31-49,12-16-24,12-16-24,0,,Y,,,,,,,,
192333152232,5018544122,Clinique Skin Care Set,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",45.0,USD,45.0,0.0,,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,2PEL26VK0738,192333152232,192333152232,http://www.walmart.com/ip/Clinique-Skin-Care-Set/5018544122,https://i5.walmartimages.com/asr/d7eab567-004a-41e2-83aa-c6fd4578ad44.4738e00c85daca93f74c087891e74244.jpeg,Skin Care Sets,"[""Home Page"",""Beauty"",""Skin Care"",""Skin Care Sets""]",Clinique,04-12-24,12-31-49,05-09-23,04-12-24,0,,Y,https://www.amazon.com/dp/B0C31CHV4C?psc=1&th=1&vs=1,49.59,0.0,03-19-24,,,,
651986007905,3864831689,Sexy Lashes  and  Plump Lips,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",19.0,USD,19.0,0.0,,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,4TNNIAT5F4V6,651986007905,651986007905,http://www.walmart.com/ip/Sexy-Lashes-and-Plump-Lips/3864831689,https://i5.walmartimages.com/asr/7187f1cf-6441-492a-a6de-893a04635ff3.a0d75e3beb99a0225c0ca276a0d1216b.jpeg,Makeup Sets,"[""Home Page"",""Beauty"",""Makeup"",""Makeup Sets"",""Makeup Sets""]",Too Faced,07-30-24,12-31-49,10-02-24,08-11-24,0,,Y,https://www.amazon.com/dp/B0BK2V3KKB?psc=1&th=1&vs=1,18.4,0.0,05-17-24,,,,
887167351929,480109656,Estee Lauder Perfectionist Pro Rapid Firm + Lift Treatment Acetyl Hexapeptide-8 - For All Skin Types 30ml/1oz,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",36.0,USD,39.95,0.0,78.00,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,6N6JB28ZD1R9,887167351929,887167351929,http://www.walmart.com/ip/Perfectionist-Pro-Rapid-Firm-Plus-Lift-Treatment-by-Estee-Lauder-for-Unisex-1-oz-Treatment/480109656,https://i5.walmartimages.com/asr/3fafbd2b-0d76-40b7-9611-39a45eb341f8.e6dc4446d62f71b30411ed52ed23e9a9.jpeg,Facial Treatments,"[""Home Page"",""Beauty"",""Skin Care"",""Facial Serums and Treatments"",""Facial Treatments""]",Estee Lauder,07-11-24,12-31-49,04-24-19,12-18-24,0,,Y,https://www.amazon.com/dp/B078HLTSZH?psc=1&th=1&vs=1,48.99,0.0,09-23-24,,,,
887167461185,671425175,"Estee Lauder Double Wear Radiant Concealer, 6C Extra Deep",ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",21.0,USD,18.89,0.0,29.85,2048134,NETWORK_GEO,0.3,"""LB""",,Seller Fulfilled,,6XZCY75AFL34,887167461185,887167461185,http://www.walmart.com/ip/Estee-Lauder-Double-Wear-Radiant-Concealer-6C-Extra-Deep/671425175,https://i5.walmartimages.com/asr/140ba05a-b446-4fe6-bde4-151c85610141.a1462cc7ed5ac3385f718b8dc498418b.jpeg,Cream Concealer,"[""Home Page"",""Beauty"",""Makeup"",""Face Makeup"",""Concealer"",""Cream Concealer""]",Estee Lauder,09-24-24,12-31-49,08-06-20,12-16-24,0,,Y,,,,,,,,
887167557345,5104508472,Micro Essence Treatment Lotion Fresh with Sakura Ferment,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",58.0,USD,59.0,0.0,,2048134,NETWORK_GEO,1.0,"""LB""",,Seller Fulfilled,,3DD93ZS9JJJT,887167557345,887167557345,http://www.walmart.com/ip/Micro-Essence-Treatment-Lotion-Fresh-with-Sakura-Ferment/5104508472,https://i5.walmartimages.com/asr/52d84d50-5456-4c08-8ff8-b02389ab453a.2d78f16b228ae1b29e69ef9c799815ee.jpeg,Facial Treatments,"[""Home Page"",""Beauty"",""Skin Care"",""Facial Serums and Treatments"",""Facial Treatments""]",Estee Lauder,09-24-24,12-31-49,09-10-23,06-12-24,0,,Y,https://www.amazon.com/dp/B0B8CGZS1X?psc=1&th=1&vs=1,215.0,0.0,12-14-24,,,,
887167625686,3253339452,"Estée Lauder 2-Pc. Youth-Dew Indulgent Fragrance Gift Set Eau de Parfum Spray, 2.25 oz., Body Satinée, 3.12 oz",RETIRED,SYSTEM_PROBLEM,IP - Enhanced Vetting,"Beauty, Personal Care, & Hygiene",47.0,USD,47.99,0.0,,2048134,,1.0,"""LB""",,Seller Fulfilled,,2JYPVS9MKS7P,154398605344,154398605344,http://www.walmart.com/ip/Est-e-Lauder-2-Pc-Youth-Dew-Indulgent-Fragrance-Gift-Set-Eau-de-Parfum-Spray-2-25-oz-Body-Satin-e-3-12-oz/3253339452,https://i5.walmartimages.com/asr/245441d3-c8ae-4065-ac16-508fb30bf2cd.4c95addeb390c6d13da65be0cd488e93.jpeg,Perfume Gift Sets,"[""Home Page"",""Beauty"",""Fragrances"",""Fragrance Gift Sets"",""Perfume Gift Sets""]",Estee Lauder,11-06-24,06-27-24,04-28-23,12-16-24,0,,Y,https://www.amazon.com/dp/B08B82VK4S?psc=1&th=1&vs=1,40.0,0.0,09-23-24,,,,
esteelauderbiolotion,5422625545,"Estee Lauder, Treatment Micro Essence Lotion Bio-Ferment, 3.4oz/100ml",ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",49.0,USD,49.99,0.0,,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,7IRTH2158UG8,200001117688,200001117688,http://www.walmart.com/ip/Estee-Lauder-Treatment-Micro-Essence-Lotion-Bio-Ferment-3-4oz-100ml/5422625545,https://i5.walmartimages.com/asr/cea99741-1f86-42fe-8763-e59cdb2c74a3.53011c428f16638cbf6286ebf140b910.jpeg,Facial Treatments,"[""Home Page"",""Beauty"",""Skin Care"",""Facial Serums and Treatments"",""Facial Treatments""]",Estee Lauder,04-12-24,12-31-49,01-04-24,12-17-24,0,,Y,https://www.amazon.com/dp/B0BB44W3QP?psc=1&th=1&vs=1,76.0,0.0,12-15-24,,,,
18084020975,532163887,Aveda Nutriplenish Deep Moisture Conditioner Travel Size 1.7 oz,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",15.96,USD,10.0,0.0,12,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,2EMGMQOZ1ZVK,18084014462,18084014462,http://www.walmart.com/ip/Aveda-Nutriplenish-Deep-Moisture-Conditioner-Travel-Size-1-7-oz/532163887,https://i5.walmartimages.com/asr/a4c5bc21-9d59-4e78-b093-6b7284780ff5.bdef3991e51a36c8c6620cdfcd20b221.jpeg,All Conditioner,"[""Home Page"",""Beauty"",""Hair Care"",""Conditioner"",""All Conditioner""]",Aveda,09-09-24,12-31-49,03-19-20,09-12-24,0,,Y,https://www.amazon.com/dp/B083TY8XY5?psc=1&th=1&vs=1,10.68,0.0,08-20-24,,,,
192333142868,5588763145,"Clinique Pop Plush Creamy Lip Gloss, Black Honey Pop",ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",19.0,USD,19.0,0.0,,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,1EXCU5TRTQHH,3681211083418,,http://www.walmart.com/ip/Clinique-Pop-Plush-Creamy-Lip-Gloss-Black-Honey-Pop/5588763145,https://i5.walmartimages.com/asr/b24b2fc5-b600-404e-8b64-57ff960056ee.90c81a14bbef7beb217bc5b0b214581c.jpeg,All Lip Gloss,"[""Home Page"",""Beauty"",""Makeup"",""Lip Makeup"",""Lip Gloss"",""All Lip Gloss""]",Clinique,09-09-24,12-31-49,07-04-24,12-15-24,0,,Y,https://www.amazon.com/dp/B0BGZCCBJS?psc=1&th=1&vs=1,25.0,0.0,12-16-24,,,,
651986006410,5407120635,Too Faced Born This Way Super Coverage Multi-Use Longwear Concealer Honey,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",21.99,USD,21.99,0.0,36,2048134,NETWORK_GEO,0.3,"""LB""",,Seller Fulfilled,,4W6HALOVIYJ9,651986006410,651986006410,http://www.walmart.com/ip/Too-Faced-Born-This-Way-Super-Coverage-Multi-Use-Longwear-Concealer-Honey/5407120635,https://i5.walmartimages.com/asr/0e0fc3a5-6992-48c9-9ffe-439f96e90937.af54396a7cafa7e1250f0d95aad0f2db.jpeg,Cream Concealer,"[""Home Page"",""Beauty"",""Makeup"",""Face Makeup"",""Concealer"",""Cream Concealer""]",Too Faced,03-12-24,12-31-49,10-02-24,03-12-24,2,5.0,Y,https://www.amazon.com/dp/B0C3T94P4Q?psc=1&th=1&vs=1,36.0,0.0,12-16-24,,,,
651986977512,5279532684,Too Faced Born This Way 24HR Matte Foundation LIGHT BEIGE sample size .17 oz NIB,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",19.0,USD,14.99,0.0,,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,5ASJ9GAR65B7,651986977512,651986977512,http://www.walmart.com/ip/Too-Faced-Born-This-Way-24HR-Matte-Foundation-LIGHT-BEIGE-sample-size-17-oz-NIB/5279532684,https://i5.walmartimages.com/asr/7dfb3735-d3a8-4a3e-8b3a-a68e6908d8a0.b3dcef83f2f8b700eeb0eca020ee7209.jpeg,All Makeup,"[""Home Page"",""Beauty"",""Makeup"",""All Makeup""]",Too Faced,08-22-24,12-31-49,01-23-24,11-14-24,0,,Y,https://www.ebay.com/itm/224758091819,14.99,0.0,09-09-24,Competitive price (by Success Hub),19.0,24.32,Min. Allowed Seller Price Reached
887167565982,2767549028,Estee Lauder Double Wear Sheer Long-Wear Makeup SPF 19 4C3 Softan,ACTIVE,PUBLISHED,,Other,23.99,USD,20.9,,38.7,2048134,NETWORK_GEO,0.5,"""LB""",,Seller Fulfilled,,2UDSKWG6TYDG,887167565982,887167565982,http://www.walmart.com/ip/Estee-Lauder-Double-Wear-Sheer-Long-Wear-Makeup-SPF-19-4C3-Softan/2767549028,https://i5.walmartimages.com/asr/174c8feb-ea2a-4f9b-8a28-ac35b9930dfe.d0292472434e2e14bab8ef585aa6578f.jpeg,Foundation with SPF,"[""Home Page"",""Beauty"",""Makeup"",""Face Makeup"",""Foundation"",""Foundation with SPF""]",Estee Lauder,09-24-24,12-31-49,03-23-23,12-14-24,0,,Y,https://www.amazon.com/dp/B09QH7B31T?psc=1&th=1&vs=1,44.2,0.0,12-16-24,,,,
KATZAURAPPBODYOIL4OZ,26971316,Aura Cacia Aromatherapy Bath Body and Massage Oil Peppermint Harvest - 4 fl oz,ACTIVE,PUBLISHED,,"Beauty, Personal Care, & Hygiene",12.0,USD,9.47,0.0,15.46,2038710,NETWORK_GEO,0.3,"""LB""",,Seller Fulfilled,,78MPO8YB22W1,51381882433,51381882433,http://www.walmart.com/ip/Aura-Cacia-Aromatherapy-Bath-Body-and-Massage-Oil-Peppermint-Harvest-4-fl-oz/26971316,https://i5.walmartimages.com/asr/a6bd861b-649b-4a23-9b74-759f909e243d.caf2da398329fd6b1d846ac748b2e8ed.jpeg,Essential Oils,"[""Home Page"",""Health and Medicine"",""Aromatherapy"",""Essential Oils"",""Essential Oils""]",Aura Cacia,10-14-24,12-31-49,02-28-16,06-11-24,1,5.0,Y,https://www.amazon.com/dp/B0039BWL2C?psc=1&th=1&vs=1,9.89,0.0,12-16-24,,,,
